id,record_id,source_file,title,section_title,section_index,section_source,chunk_index,chunk_count,within_section_chunk_index,within_section_chunk_count,chunk_chars,chunk_token_len_approx
pmc_000014::chunk_00006,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,6,49,0,30,7,1
pmc_000014::chunk_00007,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,7,49,1,30,2549,395
pmc_000014::chunk_00008,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,8,49,2,30,2242,367
pmc_000014::chunk_00009,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,9,49,3,30,2510,393
pmc_000014::chunk_00010,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,10,49,4,30,2572,397
pmc_000014::chunk_00011,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,11,49,5,30,2118,321
pmc_000014::chunk_00012,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,12,49,6,30,2334,376
pmc_000014::chunk_00013,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,13,49,7,30,2672,396
pmc_000014::chunk_00014,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,14,49,8,30,2252,369
pmc_000014::chunk_00015,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,15,49,9,30,2402,393
pmc_000014::chunk_00016,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,16,49,10,30,2640,395
pmc_000014::chunk_00017,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,17,49,11,30,2271,376
pmc_000014::chunk_00018,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,18,49,12,30,2439,400
pmc_000014::chunk_00019,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,19,49,13,30,2418,389
pmc_000014::chunk_00020,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,20,49,14,30,2353,395
pmc_000014::chunk_00021,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,21,49,15,30,2439,397
pmc_000014::chunk_00022,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,22,49,16,30,2385,375
pmc_000014::chunk_00023,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,23,49,17,30,2549,396
pmc_000014::chunk_00024,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,24,49,18,30,2373,372
pmc_000014::chunk_00025,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,25,49,19,30,2549,387
pmc_000014::chunk_00026,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,26,49,20,30,2327,372
pmc_000014::chunk_00027,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,27,49,21,30,2357,379
pmc_000014::chunk_00028,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,28,49,22,30,2373,398
pmc_000014::chunk_00029,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,29,49,23,30,2547,381
pmc_000014::chunk_00030,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,30,49,24,30,2570,395
pmc_000014::chunk_00031,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,31,49,25,30,2359,372
pmc_000014::chunk_00032,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,32,49,26,30,2487,394
pmc_000014::chunk_00033,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,33,49,27,30,2496,398
pmc_000014::chunk_00034,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,34,49,28,30,2531,382
pmc_000014::chunk_00035,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,35,49,29,30,1259,205
pmc_000014::chunk_00036,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,36,49,0,9,10,1
pmc_000014::chunk_00037,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,37,49,1,9,2515,397
pmc_000014::chunk_00038,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,38,49,2,9,2549,389
pmc_000014::chunk_00039,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,39,49,3,9,2583,396
pmc_000014::chunk_00040,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,40,49,4,9,2471,382
pmc_000014::chunk_00041,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,41,49,5,9,2557,385
pmc_000014::chunk_00042,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,42,49,6,9,2628,397
pmc_000014::chunk_00043,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,43,49,7,9,2424,372
pmc_000014::chunk_00044,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Discussion,2,xml_top_level_sec,44,49,8,9,2274,332
pmc_000014::chunk_00045,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Materials and Methods,3,xml_top_level_sec,45,49,0,3,21,3
pmc_000014::chunk_00046,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Materials and Methods,3,xml_top_level_sec,46,49,1,3,2418,392
pmc_000014::chunk_00047,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Materials and Methods,3,xml_top_level_sec,47,49,2,3,1948,315
pmc_000014::chunk_00048,pmc_000014,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Supporting Information,4,xml_top_level_sec,48,49,0,1,2292,362
pmc_000015::chunk_00000,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Title and abstract,-1,record_title_abstract,0,22,0,1,1500,219
pmc_000015::chunk_00001,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Introduction,0,xml_top_level_sec,1,22,0,3,12,1
pmc_000015::chunk_00002,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Introduction,0,xml_top_level_sec,2,22,1,3,2368,386
pmc_000015::chunk_00003,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Introduction,0,xml_top_level_sec,3,22,2,3,1612,256
pmc_000015::chunk_00004,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,4,22,0,10,7,1
pmc_000015::chunk_00005,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,5,22,1,10,2384,396
pmc_000015::chunk_00006,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,6,22,2,10,2351,381
pmc_000015::chunk_00007,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,7,22,3,10,2344,388
pmc_000015::chunk_00008,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,8,22,4,10,2412,396
pmc_000015::chunk_00009,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,9,22,5,10,2443,400
pmc_000015::chunk_00010,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,10,22,6,10,2371,374
pmc_000015::chunk_00011,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,11,22,7,10,2384,386
pmc_000015::chunk_00012,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,12,22,8,10,2337,385
pmc_000015::chunk_00013,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Results,1,xml_top_level_sec,13,22,9,10,1036,153
pmc_000015::chunk_00014,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Discussion,2,xml_top_level_sec,14,22,0,4,10,1
pmc_000015::chunk_00015,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Discussion,2,xml_top_level_sec,15,22,1,4,2433,389
pmc_000015::chunk_00016,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Discussion,2,xml_top_level_sec,16,22,2,4,2503,399
pmc_000015::chunk_00017,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Discussion,2,xml_top_level_sec,17,22,3,4,1050,168
pmc_000015::chunk_00018,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Materials and Methods,3,xml_top_level_sec,18,22,0,3,21,3
pmc_000015::chunk_00019,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Materials and Methods,3,xml_top_level_sec,19,22,1,3,2433,373
pmc_000015::chunk_00020,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Materials and Methods,3,xml_top_level_sec,20,22,2,3,888,135
pmc_000015::chunk_00021,pmc_000015,PMC000xxxxxx/PMC212692.xml,Genome-Wide RNAi of C. elegans Using the Hypersensitive rrf-3 Strain Reveals Novel Gene Functions,Supporting Information,4,xml_top_level_sec,21,22,0,1,472,76
pmc_000016::chunk_00000,pmc_000016,PMC000xxxxxx/PMC212693.xml,Heterochromatin Dynamics,Title and abstract,-1,record_title_abstract,0,6,0,1,167,26
pmc_000016::chunk_00001,pmc_000016,PMC000xxxxxx/PMC212693.xml,Heterochromatin Dynamics,Body,0,xml_body_fallback,1,6,0,5,4,1
pmc_000016::chunk_00002,pmc_000016,PMC000xxxxxx/PMC212693.xml,Heterochromatin Dynamics,Body,0,xml_body_fallback,2,6,1,5,2709,400
pmc_000016::chunk_00003,pmc_000016,PMC000xxxxxx/PMC212693.xml,Heterochromatin Dynamics,Body,0,xml_body_fallback,3,6,2,5,2480,389
pmc_000016::chunk_00004,pmc_000016,PMC000xxxxxx/PMC212693.xml,Heterochromatin Dynamics,Body,0,xml_body_fallback,4,6,3,5,2591,387
pmc_000016::chunk_00005,pmc_000016,PMC000xxxxxx/PMC212693.xml,Heterochromatin Dynamics,Body,0,xml_body_fallback,5,6,4,5,1983,296
pmc_000017::chunk_00000,pmc_000017,PMC000xxxxxx/PMC212694.xml,Microarray Analysis,Title and abstract,-1,record_title_abstract,0,7,0,1,241,35
pmc_000017::chunk_00001,pmc_000017,PMC000xxxxxx/PMC212694.xml,Microarray Analysis,Fundamental Microarray Technology,0,xml_top_level_sec,1,7,0,3,33,3
pmc_000017::chunk_00002,pmc_000017,PMC000xxxxxx/PMC212694.xml,Microarray Analysis,Fundamental Microarray Technology,0,xml_top_level_sec,2,7,1,3,2389,387
pmc_000017::chunk_00003,pmc_000017,PMC000xxxxxx/PMC212694.xml,Microarray Analysis,Fundamental Microarray Technology,0,xml_top_level_sec,3,7,2,3,1052,157
pmc_000017::chunk_00004,pmc_000017,PMC000xxxxxx/PMC212694.xml,Microarray Analysis,Fishing for Hypotheses,1,xml_top_level_sec,4,7,0,3,22,3
pmc_000017::chunk_00005,pmc_000017,PMC000xxxxxx/PMC212694.xml,Microarray Analysis,Fishing for Hypotheses,1,xml_top_level_sec,5,7,1,3,2590,387
pmc_000017::chunk_00006,pmc_000017,PMC000xxxxxx/PMC212694.xml,Microarray Analysis,Fishing for Hypotheses,1,xml_top_level_sec,6,7,2,3,2162,321
pmc_000018::chunk_00000,pmc_000018,PMC000xxxxxx/PMC212695.xml,V(D)J Recombination and the Evolution of the Adaptive Immune System,Title and abstract,-1,record_title_abstract,0,8,0,1,278,45
pmc_000018::chunk_00001,pmc_000018,PMC000xxxxxx/PMC212695.xml,V(D)J Recombination and the Evolution of the Adaptive Immune System,V(D)J Recombination: A Cut-and-Paste Reaction,0,xml_top_level_sec,1,8,0,1,1353,217
pmc_000018::chunk_00002,pmc_000018,PMC000xxxxxx/PMC212695.xml,V(D)J Recombination and the Evolution of the Adaptive Immune System,RAGs: Indispensable for V(D)J Recombination,1,xml_top_level_sec,2,8,0,1,1417,228
pmc_000018::chunk_00003,pmc_000018,PMC000xxxxxx/PMC212695.xml,V(D)J Recombination and the Evolution of the Adaptive Immune System,RSSs: The Targets of the Reaction,2,xml_top_level_sec,3,8,0,1,2007,336
pmc_000018::chunk_00004,pmc_000018,PMC000xxxxxx/PMC212695.xml,V(D)J Recombination and the Evolution of the Adaptive Immune System,Breaks: Necessary Precursors of Recombination,3,xml_top_level_sec,4,8,0,1,1102,176
pmc_000018::chunk_00005,pmc_000018,PMC000xxxxxx/PMC212695.xml,V(D)J Recombination and the Evolution of the Adaptive Immune System,Resolution: The Final Step,4,xml_top_level_sec,5,8,0,1,1078,175
pmc_000018::chunk_00006,pmc_000018,PMC000xxxxxx/PMC212695.xml,V(D)J Recombination and the Evolution of the Adaptive Immune System,An Evolutionary Model of V(D)J Recombination,5,xml_top_level_sec,6,8,0,1,1750,277
pmc_000018::chunk_00007,pmc_000018,PMC000xxxxxx/PMC212695.xml,V(D)J Recombination and the Evolution of the Adaptive Immune System,Conclusion,6,xml_top_level_sec,7,8,0,1,490,80
pmc_000019::chunk_00000,pmc_000019,PMC000xxxxxx/PMC212696.xml,Neuroscience Networks,Title and abstract,-1,record_title_abstract,0,6,0,1,185,25
pmc_000019::chunk_00001,pmc_000019,PMC000xxxxxx/PMC212696.xml,Neuroscience Networks,Body,0,xml_body_fallback,1,6,0,5,4,1
pmc_000019::chunk_00002,pmc_000019,PMC000xxxxxx/PMC212696.xml,Neuroscience Networks,Body,0,xml_body_fallback,2,6,1,5,2483,395
pmc_000019::chunk_00003,pmc_000019,PMC000xxxxxx/PMC212696.xml,Neuroscience Networks,Body,0,xml_body_fallback,3,6,2,5,2613,377
pmc_000019::chunk_00004,pmc_000019,PMC000xxxxxx/PMC212696.xml,Neuroscience Networks,Body,0,xml_body_fallback,4,6,3,5,2692,384
pmc_000019::chunk_00005,pmc_000019,PMC000xxxxxx/PMC212696.xml,Neuroscience Networks,Body,0,xml_body_fallback,5,6,4,5,2764,394
pmc_000020::chunk_00000,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Title and abstract,-1,record_title_abstract,0,16,0,1,131,18
pmc_000020::chunk_00001,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Complex Challenges and the Virtue of Simplicity,0,xml_top_level_sec,1,16,0,5,47,7
pmc_000020::chunk_00002,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Complex Challenges and the Virtue of Simplicity,0,xml_top_level_sec,2,16,1,5,2434,399
pmc_000020::chunk_00003,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Complex Challenges and the Virtue of Simplicity,0,xml_top_level_sec,3,16,2,5,2338,377
pmc_000020::chunk_00004,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Complex Challenges and the Virtue of Simplicity,0,xml_top_level_sec,4,16,3,5,2492,390
pmc_000020::chunk_00005,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Complex Challenges and the Virtue of Simplicity,0,xml_top_level_sec,5,16,4,5,1603,257
pmc_000020::chunk_00006,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Evolution in Action,1,xml_top_level_sec,6,16,0,4,19,3
pmc_000020::chunk_00007,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Evolution in Action,1,xml_top_level_sec,7,16,1,4,2314,389
pmc_000020::chunk_00008,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Evolution in Action,1,xml_top_level_sec,8,16,2,4,2438,399
pmc_000020::chunk_00009,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,Evolution in Action,1,xml_top_level_sec,9,16,3,4,2115,330
pmc_000020::chunk_00010,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,The Limits to Truth,2,xml_top_level_sec,10,16,0,3,19,4
pmc_000020::chunk_00011,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,The Limits to Truth,2,xml_top_level_sec,11,16,1,3,2453,400
pmc_000020::chunk_00012,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,The Limits to Truth,2,xml_top_level_sec,12,16,2,3,1744,286
pmc_000020::chunk_00013,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,The First Steps to Freedom,3,xml_top_level_sec,13,16,0,3,26,5
pmc_000020::chunk_00014,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,The First Steps to Freedom,3,xml_top_level_sec,14,16,1,3,2433,380
pmc_000020::chunk_00015,pmc_000020,PMC000xxxxxx/PMC212697.xml,Digital Evolution,The First Steps to Freedom,3,xml_top_level_sec,15,16,2,3,2110,328
